"","C_Name","Cnum","Continent","Landareasqkm","eez_areasqkm","Admin_code","A_Name","CCode","HDI","L_exp","Pop8085k","Pop1015k","Popchangek","PopChangePC","MBAqua8084","MBAqua1014","FWAqua8084","FWAqua1014","MarCap8084","MarCap1014","FWCap8084","FWCap1014","Aqua8084","Aqua1014","bird_tot_Threat","bird_prp_Threat","Agri_Dep","Fish_Dep","adaptive_C","healthy_life","crops_RC","CatchinEEZ","thr_pred_n","thr_data_n","thr_crit_n","thr_pred_prp","thr_data_prp","thr_crit_prp","eez_name","MultiRelC","TradeImport8084","TradeImport1013","tradez_TradeExp8084","tradez_TradeExp1013","TradeReex8084","TradeReex1013","thr_pred_prp2","thr_pred_n2","rcp26","rcp45","rcp60","rcp85","rcp26dis","rcp45dis","rcp60dis","rcp85dis","RCP60L10EEZ","RCP26L10EEZ","RCP45L10EEZ","RCP85L10EEZ","Avail8084","Avail1014","AvailPCap8084","AvailPCap1014","AvailPCChange","Mean_Threat","Rel_Sea","Balance_Threat","log10fishc","log10cropc","Total_Threat","Balance_Dep","Total_Dep","SE","V","Vland","Vsea","Balance_V","E","Balance_E","CCcat","HDIcat","Balance_Threat_prp","thr_pred_prp_cat","Fish_Dep_cat","extremes","EEZ","ISO_3digit","WeightedThreat","CR","DDTHR","EN","VU","SpeciesRichness","THRrichness","PropTHR"
"53","Israel",376,"Asia",20330,27761,376,"Israel","ISR",0.894272981,82.4,3914,7742,3828,97.80276,2.4,2709,11288,17985.4,17082.18604,2708.444439,227,129.4,11290.4,11290.4,17,0.0484,NA,0.000730091,NA,0.954285714,1.044710405,9937.643618,25.45736587,22.45736587,5.999014202,0.488047142,0.430546778,0.114980611,27761,0.903591235,26082.96,81930.2,1073.16,5345.15,0,0,0.505376344,47,0.021775109,0.016968419,0.01899592,-0.030584231,0,1,1,0,-0.025016667,-0.0749975,-0.041253333,-0.07982,53609.38604,100117.294439,13.6968283188554,12.9317094341255,-5.5861026138187,0.268223571,0.439647142,0.599598334667011,-0.0440279904670311,0.0189959201689798,42.45736587,NA,NA,NA,NA,NA,-0.893613277171648,NA,1.94830164,0.463784055019324,"sea","very high",0.909776758583234,"[0.25,0.5)","[0,0.1)",NA,"Israeli Exclusive Economic Zone","ISR",0.083020994,2,4,8,33,93,47,0.505376344
"54","Italy",380,"Europe",294140,537065,380,"Italy","ITA",0.873022984,83.1,56623.5,59693,3070,5.42178,61563.8,122284.776,24940,38801.706,634671.0876,295515.436,5681.2,3446.4,86503.8,86503.8,14,0.0458,0.122596151,0.003895147,NA,0.974285714,0.957863196,172072.647,27.23429369,25.53335683,8.521704687,0.508503492,0.480014048,0.147618949,537065,0.837552618,394577.8,998756.2,106599.4,140464.9,0,0,0.514285714,36,-0.013089824,-0.028385112,-0.018696513,-0.06767795,0,0,1,0,-0.048651475,-0.062228812,-0.06731459,-0.078335941,1014834.4876,1318339.618,17.9224966241931,22.0853302397266,23.226862321816,0.277151746,0.462703492,0.6604767840756,-0.0769878995278676,-0.0186965133273636,41.23429369,0.0307937942102547,0.126491298,0.954158376819751,0.0811353928197512,-0.755592642985841,-0.869760593432655,0.114167950446814,1.795415814,0.466495065638316,"both","very high",0.917373784107425,"[0.5,0.75)","[0,0.1)",NA,"Italian Exclusive Economic Zone","ITA",2.127755787,4,4,9,19,70,36,0.514285714
"55","Jamaica",388,"North America",10831,244888,388,"Jamaica","JAM",0.718529602,75.7,2227,2767,540,24.24787,1.4,59.48,136.6,1397.51,10648.82112,25648.63522,264,400,138,138,10,0.0599,0.298872497,0.086045786,NA,0.762857143,0.418267798,19580.05991,12.50513122,11.22087422,2.384070096,0.398728821,0.368101813,0.056361936,244888,0.883396236,15642.4,27541,35.36,929.8,0,295.85,0.387755102,19,-0.364736934,-0.393335945,-0.37854557,-0.436346525,0,0,0,0,-0.062985882,-0.054133529,-0.060012647,-0.066462941,26657.86112,53820.97522,11.9703013560844,19.4510210408385,62.4939962848273,0.2293144105,0.338828821,0.555656889877934,-0.0538444555280606,-0.378545570009959,22.50513122,0.223542995488214,0.384918283,0.522244002317274,-0.196285599682726,-0.593520860797048,-0.642517078523939,0.0489962177268901,1.301664034,0.678666854829915,"both","high",0.869393293100522,"[0.25,0.5)","[0,0.1)","Jamaica","Jamaican Exclusive Economic Zone","JAM",0.069717466,3,5,2,9,49,19,0.387755102
"56","Japan",392,"Asia",364485,4105394,392,"Japan","JPN",0.890593213,83.5,117950.5,126946.5,8996,7.62693,1012045.832,1000151.358,94826.658,35657.674,12134161.86,4639968.313,79915,23943.6,1106872.49,1106872.49,42,0.1224,0.238389691,0.007193511,NA,0.985714286,1.025282961,1783738.533,13.07659868,11.83033198,0.553426636,0.472051502,0.452156537,0.006155182,4021968,0.864671229,1195799.4,2651418.85,741847.52,494805.25,0,0,0.289256198,35,0.026956679,0.022116393,0.01084374,-0.010026208,0,0,0,1,-0.064463065,-0.0496656,-0.082007972,-0.07210756,13774901.23,7856334.545,116.785441604741,61.8869724253918,-47.0079732756009,0.297225751,0.349651502,0.237425676120202,-0.0631489914631617,0.0108437399690989,55.07659868,0.0292915433198074,0.245583202,1.02057839549445,0.129985182494453,-0.646176324739645,-0.884373191002805,0.23819686626316,1.88995419,0.457509093910895,"sea","very high",0.794095902545133,"[0.25,0.5)","[0,0.1)",NA,"Japanese Exclusive Economic Zone","JPN",5.470119975,NA,9,5,36,215,50,0.23255814
"57","Jordan",400,"Asia",88802,91,400,"Jordan","JOR",0.748328542,74,2532,7056.5,4524,178.67299,0,161.2,20,503,111.7308595,206.2,20.16,447.2,20,20,13,0.0428,0.133419779,0.000255376,NA,0.714285714,0.55223206,206.2125401,30,27,5,0.612244898,0.551020408,0.102040816,91,NA,5658.2,30615.15,0,1.1,53.6,2906.35,0.571428571,28,-0.272950036,-0.273422029,-0.257878384,-0.296640911,0,0,0,0,NA,NA,NA,NA,5756.4908595,29025.3,2.27349560011848,4.1132714518529,80.9227803932648,0.327522449,0.569444898,0.697674418604651,NA,-0.257878383866774,43,0.00191042232193409,0.133675155,NA,NA,-0.674649862598085,NA,NA,NA,NA,NA,"high",0.934660967315862,"[0.5,0.75)","[0,0.1)","Jordan","Jordanian Exclusive Economic Zone","JOR",0.000522686,1,2,4,21,49,28,0.571428571
"58","Kenya",404,"Africa",569140,111366,404,"Kenya","KEN",0.548409285,61.6,17964.5,43189,25224,140.41025,0.8,200,183.8,20675.2,30330.84103,8572.24,9592.4,3600.6,184.6,184.6,39,0.0389,0.723214984,0.001940311,NA,0.36,0.958973905,8572.24,19.14584242,17.66659069,2.284740409,0.480086645,0.453925386,0.039755489,111366,0.884893703,2116,24545.3,900.44,16611.6,6.52,0.05,0.459016393,28,-0.022151945,-0.023215903,-0.01819321,-0.076575729,0,1,1,0,-0.068898333,-0.032563889,-0.072690833,-0.043770556,41316.88103,40981.69,2.29991822928554,0.948891847461159,-58.7423659076814,0.2594933225,0.441186645,0.329272766945321,-0.0531088953735269,-0.0181932104192175,58.14584242,0.0026757178957095,0.725155295,0.958775687277791,0.410366402277791,0.145135012360992,-0.546692316014238,0.691827328375231,1.843867608,0.479911735072901,"both","low",0.925046240833423,"[0.25,0.5)","[0,0.1)",NA,"Kenyan Exclusive Economic Zone","KEN",0.193968608,2,4,2,20,61,28,0.459016393
"59","Kiribati",296,"Oceania",811,3359856,296,"Kiribati","KIR",0.590236957,66,62,107,45,72.6,2.6,4636.6,0,0,61536.59473,111557.0459,0.2,0.2,2.6,2.6,5,0.2941,0.320137378,0.725697219,NA,0.485714286,NA,48219.9879,10.61414937,10.61414937,0.021000732,0.524867029,0.524867029,0.000826589,973022,0.827750667,236.84,386.55,1118,46179.45,0,0,0.52,13,NA,NA,NA,NA,0,0,0,0,-0.084478981,-0.140454444,-0.099604167,-0.197318426,60658.23473,70400.9459,978.358624677419,657.952765420561,-32.7493263896459,0.4094835145,0.230767029,0.679777624671206,-0.0821004606220399,NA,15.61414937,0.693892916797435,1.045834597,NA,NA,NA,0.0104594000672951,NA,NA,NA,NA,"med",0.640889083948702,"[0.5,0.75)","[0.2,0.8)","Kiribati","Kiribati Exclusive Economic Zone","KIR",0.094635815,NA,1,NA,12,25,13,0.52
"60","Kuwait",414,"Asia",17818,4,414,"Kuwait","KWT",0.816271768,74.4,1559.5,3475.5,1916,122.85989,0,307.6,0,0,9248.046324,6374.228378,0.2,0.2,0,0,11,0.0412,NA,0.020794539,0.546393854,0.725714286,0.627871793,39254.99572,22,20,4,0.55,0.5,0.1,4,NA,12108.8,34489.5,4659.84,427.9,0,0,0.558139535,24,-0.198463783,-0.213013512,-0.202129027,-0.303880323,0,0,0,0,NA,NA,NA,NA,16697.206324,40743.628378,10.7067690439243,11.7230983680046,9.49239980717615,0.2956,0.5088,0.666666666666667,NA,-0.202129027085965,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high",0.930311231393775,"[0.5,0.75)","[0,0.1)",NA,"Kuwaiti Exclusive Economic Zone","KWT",0.605079232,2,2,3,17,43,24,0.558139535
"61","Latvia",428,"Europe",62249,28904,428,"Latvia","LVA",0.81876601,74.2,2547.5,2031,-516,-20.25515,0,0,0,599.666,0,157836.676,0,63.76,0,0,9,0.0385,0.169501842,0.009310769,0.608833792,0.72,1.226125813,63224.17462,2,2,0,1,1,0,28904,0.622440114,0,66611.1,0,121912.1,0,0,1,2,0.076140864,0.038387308,0.088535036,0.047552527,1,0,0,0,-0.140756,-0.056445,-0.166984,-0.060444167,0,103199.102,0,50.8119655342196,Inf,0.51925,0.9615,0.181818181818182,-0.205902426417684,0.0885350355072339,11,0.0520699795608935,0.178812611,1.19469191099187,0.375925900991866,-0.610935426172753,-0.812970613882212,0.20203518770946,1.848565927,0.336715128689051,"sea","very high",0.962927298988926,NA,"[0,0.1)","Latvia","Latvian Exclusive Economic Zone","LVA",0.001995587,NA,NA,NA,2,2,2,1
"62","Lebanon",422,"Asia",10230,19257,422,"Lebanon","LBN",0.768897837,79.3,2641,5094,2453,92.88148,0,22,146,1207,2846.323944,5026.9109,0.2,75,146,146,12,0.044,NA,0.017887392,NA,0.865714286,0.517459708,7348.882144,23.89944652,21.26629768,5.792552905,0.479871852,0.427430646,0.11654182,19257,0.924887021,0,30480.7,0,464.05,0,0,0.490196078,25,-0.290445117,-0.279318013,-0.286123461,-0.333714299,0,0,0,0,-0.013655,-0.113595714,-0.0383275,-0.125751429,2992.523944,36347.5609,1.13310259144264,7.13536727522576,529.71943839094,0.261935926,0.435871852,0.665733008075357,-0.03391131499391,-0.286123460894255,35.89944652,NA,NA,NA,NA,NA,-0.752354020299661,NA,1.442346729,0.641237645847637,"both","high",0.916009993986087,"[0.25,0.5)","[0,0.1)",NA,"Lebanese Exclusive Economic Zone","LBN",0.068544745,1,3,5,16,51,25,0.490196078
"63","Liberia",430,"Africa",96320,245982,430,"Liberia","LBR",0.429695109,60.9,2045,4230.5,2186,106.89487,0,0,17,26,23405.24205,31060.3845,4000,2200,17,17,13,0.0251,NA,0.054808972,0.213154006,0.34,0.657636568,42261.83432,18.95399401,16.0619616,4.421739104,0.4716284,0.429690433,0.062310942,245982,0.898108267,12486.44,6721.7,473.4,98.1,0,0,0.416666667,35,-0.151718903,-0.191800209,-0.182014046,-0.239815415,0,0,0,0,-0.057703,-0.096643438,-0.057846,-0.278614375,39435.28205,39909.9845,19.2837565036675,9.43386940078005,-51.0786739140485,0.2483642,0.4465284,0.593165098674937,-0.0466713059535854,-0.182014045773564,31.95399401,NA,NA,NA,NA,NA,-0.380470718141029,NA,1.555744835,0.577285070658775,"both","low",0.949469367968491,"[0.25,0.5)","[0,0.1)",NA,"Liberian Exclusive Economic Zone","LBR",0.669290579,4,7,7,17,84,35,0.416666667
"64","Libya",434,"Africa",1759540,356412,434,"Libya","LBY",0.724464011,71.6,3516,6272,2756,78.38453,0,0,0,10,49058.76369,77587.72037,0.16,0.2,0,0,6,0.0248,NA,0.005969709,NA,0.645714286,0.524175451,69800.87497,23.41259923,20.96947592,7.150203531,0.538733034,0.491339883,0.137531648,356412,0.885125795,14944,48234.4,257.2,774.4,0,0,0.484375,31,-0.274635382,-0.251634413,-0.280523323,-0.309525684,0,1,1,0,-0.0327,-0.118617727,-0.05642,-0.165416364,63745.72369,125057.92037,18.1301830745165,19.9390816916454,9.97727717196342,0.281766517,0.513933034,0.79600578809505,-0.0529950025315718,-0.280523322467805,29.41259923,NA,NA,NA,NA,NA,-0.719180067575456,NA,1.409301246,0.628060038627114,"both","high",0.955991932142881,"[0.5,0.75)","[0,0.1)",NA,"Libyan Exclusive Economic Zone","LBY",1.328244088,3,3,8,17,64,31,0.484375
"65","Lithuania",440,"Europe",62680,6126,440,"Lithuania","LTU",0.839421883,73.3,3498,3000.5,-498,-14.23671,0,0,0,3619.848,0,149361.4903,0,492.4,0,0,9,0.0427,0.128083804,0.003981749,0.615721288,0.694285714,1.0428979,19180.98323,2,2,0,1,1,0,6126,NA,0,120764.9,0,103288,0,0,1,2,0.007462781,-0.018466669,0.018241793,-0.019708045,0,0,0,0,NA,NA,NA,NA,0,170950.6383,0,56.9740504249292,Inf,0.52135,0.9573,0.181818181818182,NA,0.0182417929547643,11,0.0301497923534989,0.132065553,NA,NA,-0.705843552784388,NA,NA,NA,NA,NA,"very high",0.959048623765225,NA,"[0,0.1)","Lithuania","Lithuanian Exclusive Economic Zone","LTU",0.000423207,NA,NA,NA,2,2,2,1
"66","Madagascar",450,"Africa",581540,1198194,450,"Madagascar","MDG",0.509865579,65.1,9364,22657.5,13294,141.96924,0,8695.3,126,3464.6,239460.103,86929.8,4820,12421.6,126,126,35,0.1598,NA,0.049230844,NA,0.46,0.91244146,86929.8,19.82605765,17.26162171,1.084042372,0.521834557,0.467733819,0.022231148,1198194,0.905014951,72.28,19853.3,3660.84,21397.55,0,486.5,0.438356164,32,-0.026878726,-0.047583504,-0.039794989,-0.09681165,0,1,0,0,-0.060847627,-0.042233161,-0.077488898,-0.075102903,240817.543,109480.55,25.7173796454507,4.83197837360697,-81.2112336473528,0.3408172785,0.362034557,0.361617422441097,-0.0433442461172666,-0.0397949892435545,54.82605765,NA,NA,NA,NA,NA,-0.465310929129651,NA,1.817456411,0.49795689487928,"both","low",0.76556352908029,"[0.5,0.75)","[0,0.1)",NA,"Madagascan Exclusive Economic Zone","MDG",3.258058658,1,6,1,24,73,32,0.438356164
"67","Maldives",462,"Asia",298,915859,462,"Maldives","MDV",0.706365292,76.8,170,345,175,103,0,0,0,0,85571.26033,124432.6,0.2,0.2,0,0,0,0,0.211875365,0.797964538,NA,0.794285714,NA,124432.6,13.17028234,13.16970214,0.716312819,0.596573856,0.596562906,0.021320909,915859,0.843972742,0,2124.45,14311.6,39906.05,0,0,0.545454545,24,NA,NA,NA,NA,NA,NA,NA,NA,-0.074686979,-0.060083646,-0.079134271,-0.264525417,71259.86033,86651.2,419.175649,251.162898550725,-40.0817058075994,0.298286928,0.596573856,1,-0.0736715796659955,NA,13.17028234,0.790189153379098,1.009839903,NA,NA,NA,-0.0329049728453767,NA,NA,NA,NA,"high",1,"[0.5,0.75)","[0.2,0.8)","Maldives","Maldives Exclusive Economic Zone","MDV",0.313879141,1,1,3,19,44,24,0.545454545
"68","Malta",470,"Europe",316,55551,470,"Malta","MLT",0.83897834,80.6,327,416,89,27.2,0,3912.344,0,0,2889.037193,2539.680313,0.2,0.2,0,0,5,0.0272,NA,0.011819503,0.670066296,0.902857143,0.181216994,20876.07325,21.91177627,21.73692328,6.618831081,0.540042491,0.537316054,0.134314583,55551,0.858155447,2822.68,26094.7,173.64,6575.35,0.12,0,0.5,27,-0.707927987,-0.726674019,-0.741801078,-0.842077991,0,0,0,0,-0.046842857,-0.07497,-0.053805714,-0.101792667,5538.157193,25971.574313,16.936260529052,62.4316690216346,268.627235714407,0.2836212455,0.512842491,0.814207730109076,-0.0664340365573895,-0.741801077882393,26.91177627,NA,NA,NA,NA,NA,-0.828835369119717,NA,1.039372441,0.825647682340271,"both","very high",0.952048726194597,"[0.5,0.75)","[0,0.1)",NA,"Maltese Exclusive Economic Zone","MLT",0.208342119,4,NA,6,17,54,27,0.5
"69","Mauritania",478,"Africa",1030700,155238,478,"Mauritania","MRT",0.505867208,63.1,1650.5,3829.5,2179,132.0206,0,0,0,0,69293.62248,519474.2528,6000,15000,0,0,15,0.0355,0.437670882,0.146197713,0.29618171,0.402857143,0.621936218,811071.1322,26.90544268,22.8086024,6.860326843,0.39867117,0.353842638,0.075711326,155238,0.798587645,72.8,2594.3,31236,255101.95,0,0,0.37962963,41,-0.174995108,-0.212680056,-0.206254152,-0.283463715,0,0,0,0,-0.098787222,-0.010641538,-0.083773333,-0.013390769,44130.42248,281966.6028,26.7376082883975,73.6301352134744,175.38040956874,0.217085585,0.36317117,0.642051269699175,-0.0976774130871236,-0.20625415162908,41.90544268,0.250394890651723,0.583868595,0.666168832747136,0.160301624747136,-0.233663834920196,-0.389115520670944,0.155451685750748,1.420523863,0.562178268032376,"both","low",0.918235013163127,"[0.25,0.5)","[0.1,0.2)","Mauritania","Mauritanian Exclusive Economic Zone","MRT",0.599785845,5,8,8,20,108,41,0.37962963
"70","Mauritius",480,"Africa",2030,1272801,480,"Mauritius","MUS",0.776552444,74.4,989,1258,269,27.2,3.6,487.52,23.8,72.54,13099.43205,8471.52,0,0,27.4,27.4,9,0.1607,0.196375013,0.017218125,0.611880072,0.725714286,0.185619323,8471.52,10.07419666,10.07419666,0.438917411,0.585425486,0.585425486,0.021157314,1272801,0.924257941,7840.56,161744.7,2213.6,67233.15,0,47201.8,0.487179487,19,-0.728522962,-0.735938947,-0.731376816,-0.954066048,0,0,0,0,-0.047835357,-0.046322714,-0.05826,-0.0571415,18753.79205,56341.33,18.9623782103134,44.7864308426073,136.185727053205,0.373062743,0.424725486,0.52815837225409,-0.0342068093859993,-0.731376815641612,19.07419666,0.0806117891296676,0.213593138,0.245162303517245,-0.531390140482755,-0.740101447032824,-0.760638455239619,0.0205370082067956,1.109877264,0.832756892117037,"both","high",0.784620679744479,"[0.5,0.75)","[0,0.1)",NA,"Mauritian Exclusive Economic Zone","MUS",0.098592712,1,1,1,16,39,19,0.487179487
"71","Mexico",484,"North America",1943945,3262319,484,"Mexico","MEX",0.756207912,76.8,73327,122817.5,49490,67.49219,0,115690.59,11274.2,38936.318,1477795.467,1752506.382,21575,6935.2,11274.2,11274.2,61,0.0628,0.209700195,0.00782409,0.574242141,0.794285714,0.928570447,1305911.759,15.08624899,11.9603054,1.385875177,0.470182782,0.418175149,0.025463243,3262319,0.952578263,28037.8,202551.95,50211.8,297668.05,0,0,0.230769231,39,-0.02499444,-0.040716903,-0.032185142,-0.106298488,1,1,1,0,-0.025195,-0.025870374,-0.033313411,-0.064828048,1488470.667,1818952.39,20.2990803796692,14.8102053046186,-27.0400184263913,0.266491391,0.407382782,0.198278259084408,-0.0210993329303086,-0.0321851424543185,76.08624899,0.0359688114823593,0.217524285,0.929433979607807,0.173226067607807,-0.561486508192863,-0.748754853938244,0.187268345745382,1.88114871,0.506381158457164,"both","high",0.882172553934397,"[0.25,0.5)","[0,0.1)",NA,"Mexican Exclusive Economic Zone","MEX",5.826553268,3,15,2,19,169,39,0.230769231
"72","Morocco",504,"Africa",446300,274849,504,"Morocco","MAR",0.627953662,74,21334,33243,11909,55.82169,101.2,402.124,24.4,443.6,554851.4145,1637428.854,808.6,1559.6,125.6,125.6,15,0.0512,0.30398692,0.022930037,0.533696565,0.714285714,1.113318436,1192185.475,28.93984889,25.08502931,7.174904307,0.445556754,0.396668489,0.097174438,274849,0.988701768,88.36,54449.95,128345.2,474885.15,0,0,0.37254902,38,0.043473616,0.047113678,0.046619401,-0.005832177,0,0,0,0,-0.0068188,-0.002165435,-0.0083656,0.016485,427528.7745,1219398.978,20.0397850614043,36.6813758686039,83.0427609687816,0.248378377,0.394356754,0.658624224276435,-0.00493468923623484,0.0466194008287751,43.93984889,0.0701402497148534,0.326916957,1.10457779178785,0.476624129787847,-0.289519419661143,-0.605282693877795,0.315763274216652,2.102020204,0.470357880537289,"sea","med",0.896931446653265,"[0.25,0.5)","[0,0.1)",NA,"Moroccan Exclusive Economic Zone","MAR",0.827001653,4,6,7,21,102,38,0.37254902
"73","Mozambique",508,"Africa",786380,570535,508,"Mozambique","MOZ",0.416427561,55.1,12519.5,26149.5,13630,108.87016,0.04,317.6,0.2,517.2,155948.2667,142281.72,3500,56055.8,0.24,0.24,29,0.0457,0.684118666,0.067024275,0.310243339,0.174285714,0.890747096,142281.7378,27.66205386,24.5549879,4.011005805,0.446624148,0.403177741,0.057347667,570535,0.928993607,13890.6,29448.25,5540,8877.55,0,0,0.403508772,46,-0.037983735,-0.056663168,-0.050245585,-0.105926463,0,0,0,0,-0.048246341,-0.027820405,-0.054959756,-0.035989595,167799.1067,219743.02,13.4030198250729,8.40333543662403,-37.3026709928161,0.246162074,0.400924148,0.488193631814814,-0.0319872746545563,-0.0502455848548377,56.66205386,0.0892297209247154,0.751142941,0.894159821502874,0.477732260502874,0.192949154058894,-0.35416243801119,0.547111592070084,1.819740703,0.510508780436946,"both","low",0.907174977734385,"[0.25,0.5)","[0,0.1)",NA,"Mozambican Exclusive Economic Zone","MOZ",4.477103606,2,8,6,30,114,46,0.403508772
"74","Myanmar",104,"Asia",653508,509796,104,"Myanmar","MMR",0.535560678,65.9,36490,52815,16325,44.73828,0,64422.26,3432.2,826648.186,493805.6961,2613550.073,141558,1219209.8,3432.2,3432.2,49,0.0494,NA,0.160656787,0.415870511,0.482857143,0.901714312,2651686.652,26.05966165,24.86961553,5.608462855,0.483215435,0.465315944,0.085995167,509796,0.976070686,0,6899.1,7380,378076,0,0,0.478723404,45,-0.031680372,-0.054167457,-0.044931037,-0.085265284,0,0,0,0,-0.008179153,0.003134444,-0.012015932,-0.012816806,631415.8961,4352653.419,17.3038064154563,82.4132049417779,376.272115874828,0.2663077175,0.433815435,0.347185972826724,-0.0105187300503746,-0.0449310371528512,75.05966165,NA,NA,NA,NA,NA,-0.378748297702354,NA,1.877784998,0.519798958368289,"both","low",0.907250153199184,"[0.25,0.5)","[0.1,0.2)",NA,"Myanmar Exclusive Economic Zone","MMR",3.475341167,5,4,5,31,94,45,0.478723404
"75","Namibia",516,"Africa",823290,559546,516,"Namibia","NAM",0.627616308,64.8,1081,2326.5,1246,115.26364,0,606.55,0,81.2,15754.31864,536399.5462,130,2800,0,0,29,0.0528,0.479165623,0.034960024,NA,0.451428571,0.956219334,465397.9105,12.04088688,10.44696874,0.760809021,0.328806188,0.301841627,0.01258223,559546,0.875747671,0,24062.1,0,366177.2,0,0,0.272727273,27,-0.041630446,-0.043582945,-0.019442479,-0.10424497,0,0,1,0,-0.054184118,-0.023056267,-0.063438676,-0.039338,15884.31864,197772.1962,14.6940967992599,85.0084660219213,478.521206054684,0.190803094,0.276006188,0.293387589678715,-0.0576210089896515,-0.0194424794599055,41.04088688,0.0679989885818709,0.514125647,0.950747342306499,0.323131034306499,-0.169428875099245,-0.597000148403896,0.427571273304651,1.831967005,0.478036814314786,"both","med",0.861637463803391,"[0.25,0.5)","[0,0.1)",NA,"Nauruan Exclusive Economic Zone","NRU",0.021051879,NA,1,NA,10,22,11,0.5
"76","Namibia",516,"Africa",823290,559546,516,"Namibia","NAM",0.627616308,64.8,1081,2326.5,1246,115.26364,0,606.55,0,81.2,15754.31864,536399.5462,130,2800,0,0,29,0.0528,0.479165623,0.034960024,NA,0.451428571,0.956219334,465397.9105,12.04088688,10.44696874,0.760809021,0.328806188,0.301841627,0.01258223,559546,0.875747671,0,24062.1,0,366177.2,0,0,0.272727273,27,-0.041630446,-0.043582945,-0.019442479,-0.10424497,0,0,1,0,-0.054184118,-0.023056267,-0.063438676,-0.039338,15884.31864,197772.1962,14.6940967992599,85.0084660219213,478.521206054684,0.190803094,0.276006188,0.293387589678715,-0.0576210089896515,-0.0194424794599055,41.04088688,0.0679989885818709,0.514125647,0.950747342306499,0.323131034306499,-0.169428875099245,-0.597000148403896,0.427571273304651,1.831967005,0.478036814314786,"both","med",0.861637463803391,"[0.25,0.5)","[0,0.1)",NA,"Namibian Exclusive Economic Zone","NAM",0.506335717,3,6,2,16,99,27,0.272727273
"77","Netherlands",528,"Europe",33893,64181,528,"Netherlands","NLD",0.921793512,81.6,14287.5,16778.5,2491,17.43482,99296.6,51371.02,120,4140,351407.0582,395587.4044,2834.4,1662,99416.6,99416.6,8,0.0362,0.189338849,0.000883182,NA,0.931428571,0.93319185,101480.2198,9.872257417,8.05453868,0.923106918,0.395826282,0.322641013,0.036668985,64181,0.673794171,390134.64,932700.8,499552.12,925782.1,0,0,0.407407407,11,-0.023165673,-0.036546075,-0.030029063,-0.047556846,0,0,0,0,-0.08490875,-0.103189444,-0.08781875,-0.123865,344240.5782,459679.1244,24.0938287454068,27.3969141699198,13.7092591609904,0.216013141,0.359626282,0.552378873393439,-0.171472750424482,-0.030029062758143,17.872257417,0.00464290069534585,0.190222031,0.9319874923358,0.0101939803357998,-0.745104041224819,-0.921198429116468,0.176094387891649,1.606986021,0.419290623686141,"both","very high",0.916208801389541,"[0.25,0.5)","[0,0.1)",NA,"Dutch Exclusive Economic Zone","NLD",0.078036486,1,2,NA,8,27,11,0.407407407
"78","New Zealand",554,"Oceania",267710,3032438,554,"New Zealand","NZL",0.913497656,81.8,3207.5,4449,1242,38.72175,6678.2,106171.17,25,832,203646.0691,450845.3274,280,300,6703.2,6703.2,67,0.5154,NA,0.013081516,NA,0.937142857,0.568671187,396382.8976,7.750354703,6.683368957,0.031136393,0.383510759,0.349567718,0.001636853,3032438,0.912129455,6408.96,36433.1,127641.36,317121.4,0,449.55,0.239130435,22,-0.254391426,-0.246049706,-0.245138776,-0.259007242,1,0,1,0,-0.036411437,-0.013666284,-0.037562295,-0.018566576,89396.8691,277010.6474,27.8711984723305,62.2635755001124,123.397553434688,0.4494553795,-0.131889241,0.103683182960053,-0.0399435195637882,-0.245138775693515,74.750354703,NA,NA,NA,NA,NA,-0.901565619940346,NA,1.480800642,0.615970461606539,"both","very high",0.426639413490433,"[0.25,0.5)","[0,0.1)",NA,"New Zealand Exclusive Economic Zone","NZL",3.499614105,NA,6,1,15,92,22,0.239130435
"79","Nicaragua",558,"North America",119990,221592,558,"Nicaragua","NIC",0.631432134,74.9,3479.5,5910,2430,69.83762,5.6,22713.38,3,99,23792.08694,57223.6177,250.8,78.4,8.6,8.6,15,0.0231,0.426825498,0.01553031,NA,0.74,0.864504385,36640.80301,16.67640204,12.98587798,3.185647541,0.328740216,0.266981469,0.05748932,221592,0.882152866,412.28,6403.95,2245.4,30201.85,0,0,0.231481481,25,-0.04133272,-0.0729967,-0.063232799,-0.137002887,0,0,0,0,-0.051798261,-0.0502625,-0.055442609,-0.0752225,22218.36694,56316.4977,6.38550565885903,9.52901822335025,49.2288744608663,0.175920108,0.305640216,0.526461370800306,-0.0544561505736667,-0.0632327995254278,31.67640204,0.035108186032905,0.442355808,0.865123991154146,0.233691857154146,-0.262439619349191,-0.617732026523632,0.35529240717444,1.746657251,0.50505207332174,"both","med",0.934345197195991,"[0.25,0.5)","[0,0.1)",NA,"Nicaraguan Exclusive Economic Zone","NIC",0.299820697,2,9,2,12,108,25,0.231481481
